Record,DateTime,300,Int.Vaporcm,Int.Liquidmm,CloudBasekm
    19,07/09/18 00:05:19,301,  5.704,  0.613,  1.000,
    25,07/09/18 00:05:58,301,  5.712,  0.659,  0.800,
    31,07/09/18 00:06:37,301,  5.693,  0.636,  0.500,
    37,07/09/18 00:07:16,301,  5.616,  0.707,  0.450,
    43,07/09/18 00:07:55,301,  5.667,  0.662,  0.400,
    49,07/09/18 00:10:12,301,  5.637,  0.602,  0.800,
    55,07/09/18 00:10:52,301,  5.611,  0.625,  0.500,
    61,07/09/18 00:11:32,301,  5.646,  0.582,  0.400,
    67,07/09/18 00:12:11,301,  5.620,  0.590,  0.450,
    73,07/09/18 00:12:50,301,  5.611,  0.611,  0.500,
    79,07/09/18 00:15:08,301,  5.672,  0.633,  0.400,
    85,07/09/18 00:15:47,301,  5.672,  0.648,  0.800,
    91,07/09/18 00:16:26,301,  5.609,  0.684,  0.400,
    97,07/09/18 00:17:06,301,  5.620,  0.651,  0.500,
   103,07/09/18 00:17:45,301,  5.631,  0.625,  0.450,
   109,07/09/18 00:20:04,301,  5.632,  0.590,  0.450,
   115,07/09/18 00:20:43,301,  5.636,  0.599,  0.500,
   121,07/09/18 00:21:25,301,  5.635,  0.540,  0.450,
   127,07/09/18 00:22:04,301,  5.603,  0.593,  0.450,
   133,07/09/18 00:22:43,301,  5.612,  0.592,  0.900,
   139,07/09/18 00:25:00,301,  5.616,  0.508,  0.450,
   145,07/09/18 00:25:39,301,  5.598,  0.557,  0.900,
   151,07/09/18 00:26:19,301,  5.616,  0.532,  0.600,
   157,07/09/18 00:26:58,301,  5.632,  0.526,  0.500,
   163,07/09/18 00:27:37,301,  5.604,  0.548,  0.500,
   169,07/09/18 00:29:54,301,  5.641,  0.608,  0.500,
   175,07/09/18 00:30:33,301,  5.534,  0.586,  0.500,
   181,07/09/18 00:31:13,301,  5.579,  0.599,  0.400,
   187,07/09/18 00:31:52,301,  5.573,  0.636,  0.450,
   193,07/09/18 00:32:31,301,  5.577,  0.652,  0.450,
   199,07/09/18 00:34:48,301,  5.627,  0.642,  0.400,
   205,07/09/18 00:35:27,301,  5.614,  0.737,  0.450,
   211,07/09/18 00:36:06,301,  5.580,  0.756,  0.600,
   217,07/09/18 00:36:45,301,  5.613,  0.650,  0.450,
   223,07/09/18 00:37:24,301,  5.586,  0.709,  0.450,
   229,07/09/18 00:39:42,301,  5.677,  0.854,  0.450,
   235,07/09/18 00:40:24,301,  5.677,  0.811,  0.500,
   241,07/09/18 00:41:04,301,  5.634,  0.793,  0.450,
   247,07/09/18 00:41:43,301,  5.662,  0.777,  0.500,
   253,07/09/18 00:42:22,301,  5.654,  0.745,  0.600,
   259,07/09/18 00:44:39,301,  5.646,  0.926,  0.500,
   265,07/09/18 00:45:21,301,  5.667,  0.921,  0.400,
   271,07/09/18 00:46:01,301,  5.622,  0.971,  0.500,
   277,07/09/18 00:46:41,301,  5.607,  0.984,  0.400,
   283,07/09/18 00:47:20,301,  5.663,  0.885,  0.500,
   289,07/09/18 00:49:37,301,  5.722,  0.788,  0.900,
   295,07/09/18 00:50:17,301,  5.665,  0.779,  0.600,
   301,07/09/18 00:50:56,301,  5.661,  0.781,  0.500,
   307,07/09/18 00:51:35,301,  5.678,  0.692,  0.450,
   313,07/09/18 00:52:14,301,  5.678,  0.613,  0.450,
   319,07/09/18 00:54:32,301,  5.677,  0.608,  0.800,
   325,07/09/18 00:55:11,301,  5.630,  0.630,  0.800,
   331,07/09/18 00:55:50,301,  5.701,  0.556,  0.500,
   337,07/09/18 00:56:30,301,  5.667,  0.564,  0.800,
   343,07/09/18 00:57:09,301,  5.692,  0.585,  0.800,
   349,07/09/18 00:59:27,301,  5.706,  0.600,  0.800,
   355,07/09/18 01:00:06,301,  5.657,  0.664,  0.450,
   361,07/09/18 01:00:45,301,  5.705,  0.609,  0.800,
   367,07/09/18 01:01:25,301,  5.657,  0.670,  0.600,
   373,07/09/18 01:02:04,301,  5.668,  0.671,  0.500,
   379,07/09/18 01:04:22,301,  5.731,  0.715,  0.450,
   385,07/09/18 01:05:01,301,  5.706,  0.706,  0.450,
   391,07/09/18 01:05:40,301,  5.708,  0.732,  0.800,
   397,07/09/18 01:06:20,301,  5.669,  0.805,  0.500,
   403,07/09/18 01:06:59,301,  5.692,  0.875,  0.500,
   409,07/09/18 01:09:17,301,  5.716,  0.830,  0.350,
   415,07/09/18 01:09:56,301,  5.735,  0.830,  0.800,
   421,07/09/18 01:10:36,301,  5.744,  0.818,  0.500,
   427,07/09/18 01:11:15,301,  5.782,  0.887,  0.900,
   433,07/09/18 01:11:55,301,  5.840,  0.851,  0.600,
   439,07/09/18 01:14:12,301,  5.731,  1.211,  0.450,
   445,07/09/18 01:14:52,301,  5.741,  1.198,  0.450,
   451,07/09/18 01:15:31,301,  5.746,  1.144,  0.500,
   457,07/09/18 01:16:11,301,  5.738,  1.057,  0.400,
   463,07/09/18 01:16:51,301,  5.756,  0.948,  0.450,
   469,07/09/18 01:19:08,301,  5.800,  0.977,  0.900,
   475,07/09/18 01:19:48,301,  5.692,  1.105,  0.400,
   481,07/09/18 01:20:28,301,  5.776,  1.140,  0.500,
   487,07/09/18 01:21:07,301,  5.731,  1.206,  0.600,
   493,07/09/18 01:21:47,301,  5.761,  1.190,  0.450,
   499,07/09/18 01:24:04,301,  5.801,  1.027,  0.450,
   505,07/09/18 01:24:43,301,  5.765,  0.902,  0.700,
   511,07/09/18 01:25:23,301,  5.739,  0.955,  0.450,
   517,07/09/18 01:26:02,301,  5.798,  0.968,  0.500,
   523,07/09/18 01:26:41,301,  5.716,  1.098,  0.800,
   529,07/09/18 01:28:59,301,  5.764,  0.898,  0.600,
   535,07/09/18 01:29:38,301,  5.827,  0.767,  0.800,
   541,07/09/18 01:30:17,301,  5.715,  0.840,  0.500,
   547,07/09/18 01:30:57,301,  5.750,  0.833,  0.500,
   553,07/09/18 01:31:35,301,  5.719,  0.804,  0.500,
   559,07/09/18 01:33:52,301,  5.771,  0.987,  0.250,
   565,07/09/18 01:34:31,301,  5.757,  1.005,  0.500,
   571,07/09/18 01:35:10,301,  5.764,  1.021,  0.500,
   577,07/09/18 01:35:50,301,  5.828,  0.942,  0.500,
   583,07/09/18 01:36:29,301,  5.728,  1.024,  0.450,
   589,07/09/18 01:38:46,301,  5.640,  1.066,  0.450,
   595,07/09/18 01:39:25,301,  5.754,  1.096,  0.500,
   601,07/09/18 01:40:07,301,  5.624,  1.626,  0.500,
   607,07/09/18 01:40:46,301,  5.884,  1.624,  0.450,
   613,07/09/18 01:41:25,301,  5.927,  1.474,  0.250,
   619,07/09/18 01:43:43,301,  5.822,  0.750,  1.000,
   625,07/09/18 01:44:22,301,  5.808,  0.781,  0.500,
   631,07/09/18 01:45:01,301,  5.832,  0.792,  0.800,
   637,07/09/18 01:45:40,301,  5.663,  1.131,  0.400,
   643,07/09/18 01:46:19,301,  5.797,  1.035,  0.450,
   649,07/09/18 01:48:37,301,  6.174,  1.238,  0.900,
   655,07/09/18 01:49:16,301,  6.528,  1.268,  1.000,
   661,07/09/18 01:49:55,301,  6.853,  1.472,  1.100,
   667,07/09/18 01:50:35,301,  7.119,  1.595,  1.100,
   673,07/09/18 01:51:14,301,  7.255,  1.591,  1.100,
   679,07/09/18 01:52:14,301,  7.781,  1.797,  0.000,
   685,07/09/18 01:52:54,301,  8.267,  1.935,  1.200,
   691,07/09/18 01:53:33,301,  8.902,  2.473,  0.200,
   697,07/09/18 01:54:12,301,  9.228,  2.815,  0.200,
   703,07/09/18 01:54:51,301,  9.327,  2.986,  1.300,
   709,07/09/18 01:55:51,301,  9.605,  3.588,  0.000,
   715,07/09/18 01:56:30,301,  9.877,  3.816,  0.000,
   721,07/09/18 01:57:10,301,  9.884,  3.874,  0.000,
   727,07/09/18 01:57:49,301,  9.974,  3.926,  0.000,
   733,07/09/18 01:58:28,301,  9.905,  4.081,  0.000,
   739,07/09/18 01:59:27,301,  9.916,  3.992,  0.000,
   745,07/09/18 02:00:07,301,  9.792,  3.916,  0.000,
   751,07/09/18 02:00:46,301,  9.729,  3.790,  1.400,
   757,07/09/18 02:01:25,301,  9.630,  3.764,  1.700,
   763,07/09/18 02:02:04,301,  9.575,  3.559,  1.700,
   769,07/09/18 02:03:04,301,  9.247,  3.472,  1.700,
   775,07/09/18 02:03:43,301,  9.041,  3.522,  1.800,
   781,07/09/18 02:04:22,301,  9.040,  3.146,  1.900,
   787,07/09/18 02:05:01,301,  9.045,  2.708,  1.800,
   793,07/09/18 02:05:40,301,  9.003,  2.382,  1.800,
   799,07/09/18 02:06:40,301,  8.694,  2.166,  1.600,
   805,07/09/18 02:07:19,301,  8.530,  2.043,  1.600,
   811,07/09/18 02:07:59,301,  8.402,  1.862,  1.400,
   817,07/09/18 02:08:38,301,  8.279,  1.680,  1.500,
   823,07/09/18 02:09:17,301,  8.150,  1.436,  1.400,
   829,07/09/18 02:10:17,301,  7.917,  1.152,  1.300,
   835,07/09/18 02:10:56,301,  7.752,  1.041,  1.300,
   841,07/09/18 02:11:36,301,  7.561,  1.003,  1.200,
   847,07/09/18 02:12:14,301,  7.446,  0.888,  1.300,
   853,07/09/18 02:12:54,301,  7.293,  0.871,  1.200,
   859,07/09/18 02:13:53,301,  7.128,  0.737,  1.200,
   865,07/09/18 02:14:33,301,  6.953,  0.753,  1.000,
   871,07/09/18 02:15:12,301,  6.834,  0.736,  1.100,
   877,07/09/18 02:15:51,301,  6.760,  0.684,  1.300,
   883,07/09/18 02:16:30,301,  6.642,  0.707,  1.000,
   889,07/09/18 02:17:30,301,  6.663,  0.721,  0.450,
   895,07/09/18 02:18:09,301,  6.617,  0.760,  0.250,
   901,07/09/18 02:18:48,301,  6.560,  0.773,  0.300,
   907,07/09/18 02:19:27,301,  6.674,  0.825,  0.350,
   913,07/09/18 02:20:06,301,  6.694,  0.835,  0.800,
   919,07/09/18 02:21:07,301,  6.701,  0.952,  0.150,
   925,07/09/18 02:21:46,301,  6.649,  1.040,  0.900,
   931,07/09/18 02:22:25,301,  6.679,  1.102,  0.300,
   937,07/09/18 02:23:05,301,  6.814,  1.116,  0.300,
   943,07/09/18 02:23:44,301,  6.879,  1.226,  1.000,
   949,07/09/18 02:24:43,301,  6.974,  1.240,  0.900,
   955,07/09/18 02:25:22,301,  7.169,  1.308,  1.000,
   961,07/09/18 02:26:02,301,  7.441,  1.391,  1.100,
   967,07/09/18 02:26:42,301,  7.541,  1.291,  1.100,
   973,07/09/18 02:27:21,301,  7.537,  1.360,  0.100,
   979,07/09/18 02:28:20,301,  7.389,  1.320,  0.100,
   985,07/09/18 02:28:59,301,  7.264,  1.282,  1.100,
   991,07/09/18 02:29:39,301,  7.112,  1.224,  1.100,
   997,07/09/18 02:30:19,301,  6.879,  1.246,  1.000,
  1003,07/09/18 02:30:58,301,  6.735,  1.233,  1.100,
  1009,07/09/18 02:31:58,301,  6.454,  1.180,  1.000,
  1015,07/09/18 02:32:37,301,  6.420,  1.025,  0.900,
  1021,07/09/18 02:33:17,301,  6.297,  1.027,  1.100,
  1027,07/09/18 02:33:56,301,  6.086,  1.097,  0.900,
  1033,07/09/18 02:34:36,301,  5.973,  1.084,  0.450,
  1039,07/09/18 02:36:54,301,  5.823,  0.979,  0.800,
  1045,07/09/18 02:37:33,301,  5.735,  1.044,  0.700,
  1051,07/09/18 02:38:12,301,  5.711,  1.026,  0.350,
  1057,07/09/18 02:38:52,301,  5.698,  1.030,  0.800,
  1063,07/09/18 02:39:31,301,  5.693,  1.005,  0.500,
  1069,07/09/18 02:41:48,301,  5.694,  0.954,  0.800,
  1075,07/09/18 02:42:28,301,  5.763,  0.885,  0.800,
  1081,07/09/18 02:43:07,301,  5.746,  0.896,  0.450,
  1087,07/09/18 02:43:47,301,  5.673,  0.941,  0.500,
  1093,07/09/18 02:44:27,301,  5.677,  0.857,  0.400,
  1099,07/09/18 02:46:44,301,  5.675,  0.942,  0.450,
  1105,07/09/18 02:47:23,301,  5.591,  1.047,  0.450,
  1111,07/09/18 02:48:03,301,  5.404,  1.391,  0.800,
  1117,07/09/18 02:48:42,301,  5.611,  1.152,  0.450,
  1123,07/09/18 02:49:21,301,  5.674,  0.999,  0.500,
  1129,07/09/18 02:51:39,301,  5.643,  0.832,  0.800,
  1135,07/09/18 02:52:18,301,  5.624,  0.782,  0.400,
  1141,07/09/18 02:52:57,301,  5.609,  0.886,  0.300,
  1147,07/09/18 02:53:36,301,  5.538,  1.074,  0.600,
  1153,07/09/18 02:54:15,301,  5.698,  0.954,  0.350,
  1159,07/09/18 02:56:33,301,  5.697,  0.905,  0.500,
  1165,07/09/18 02:57:11,301,  5.686,  0.862,  0.800,
  1171,07/09/18 02:57:51,301,  5.648,  0.894,  0.450,
  1177,07/09/18 02:58:30,301,  5.617,  1.090,  0.500,
  1183,07/09/18 02:59:08,301,  5.578,  1.228,  0.350,
  1189,07/09/18 03:01:26,301,  5.628,  1.575,  0.350,
  1195,07/09/18 03:02:05,301,  5.642,  1.663,  0.500,
  1201,07/09/18 03:02:44,301,  5.662,  1.822,  0.450,
  1207,07/09/18 03:03:24,301,  5.504,  2.209,  0.400,
  1213,07/09/18 03:04:04,301,  5.741,  1.998,  0.400,
  1219,07/09/18 03:06:22,301,  5.716,  1.473,  0.350,
  1225,07/09/18 03:07:01,301,  5.821,  1.585,  0.500,
  1231,07/09/18 03:07:40,301,  5.820,  1.675,  0.400,
  1237,07/09/18 03:08:19,301,  5.844,  1.747,  0.450,
  1243,07/09/18 03:08:58,301,  5.879,  1.677,  0.450,
  1249,07/09/18 03:11:15,301,  5.896,  1.321,  0.400,
  1255,07/09/18 03:11:54,301,  5.992,  1.041,  0.350,
  1261,07/09/18 03:12:33,301,  5.911,  1.255,  0.450,
  1267,07/09/18 03:13:12,301,  5.936,  1.398,  0.400,
  1273,07/09/18 03:13:51,301,  6.061,  1.104,  0.800,
  1279,07/09/18 03:16:09,301,  6.055,  1.148,  0.400,
  1285,07/09/18 03:16:49,301,  5.841,  1.275,  0.350,
  1291,07/09/18 03:17:28,301,  5.964,  1.069,  1.000,
  1297,07/09/18 03:18:07,301,  5.981,  0.994,  0.350,
  1303,07/09/18 03:18:47,301,  5.958,  0.946,  0.350,
  1309,07/09/18 03:21:04,301,  5.905,  0.928,  0.400,
  1315,07/09/18 03:21:43,301,  5.888,  0.918,  0.450,
  1321,07/09/18 03:22:22,301,  5.898,  0.961,  0.800,
  1327,07/09/18 03:23:01,301,  5.880,  0.983,  0.350,
  1333,07/09/18 03:23:41,301,  5.921,  0.984,  0.500,
  1339,07/09/18 03:25:58,301,  5.985,  1.743,  0.450,
  1345,07/09/18 03:26:37,301,  5.771,  2.307,  0.250,
  1351,07/09/18 03:27:17,301,  5.799,  2.605,  0.300,
  1357,07/09/18 03:27:56,301,  6.049,  2.133,  0.500,
  1363,07/09/18 03:28:35,301,  5.642,  2.517,  0.350,
  1369,07/09/18 03:30:53,301,  5.315,  3.625,  0.250,
  1375,07/09/18 03:31:32,301,  5.536,  3.420,  0.300,
  1381,07/09/18 03:32:11,301,  5.401,  3.923,  0.250,
  1387,07/09/18 03:32:51,301,  5.366,  4.602,  0.300,
  1393,07/09/18 03:33:30,301,  5.401,  4.856,  0.200,
  1399,07/09/18 03:34:29,301,  6.425,  6.263,  0.350,
  1405,07/09/18 03:35:08,301,  7.483,  7.957,  0.000,
  1411,07/09/18 03:35:47,301,  8.514,  8.264,  0.000,
  1417,07/09/18 03:36:26,301,  8.833,  8.268,  0.000,
  1423,07/09/18 03:37:05,301,  8.881,  8.384,  0.000,
  1429,07/09/18 03:38:05,301,  8.355,  7.583,  0.350,
  1435,07/09/18 03:38:44,301,  8.387,  6.497,  1.200,
  1441,07/09/18 03:39:24,301,  8.371,  5.679,  1.200,
  1447,07/09/18 03:40:06,301,  7.995,  5.679,  1.200,
  1453,07/09/18 03:40:45,301,  7.701,  5.587,  1.200,
  1459,07/09/18 03:41:45,301,  7.720,  4.706,  1.200,
  1465,07/09/18 03:42:25,301,  7.608,  4.429,  1.200,
  1471,07/09/18 03:43:03,301,  7.593,  4.072,  1.200,
  1477,07/09/18 03:43:44,301,  7.241,  4.196,  1.200,
  1483,07/09/18 03:44:23,301,  7.115,  4.163,  1.100,
  1489,07/09/18 03:45:22,301,  6.072,  5.912,  0.450,
  1495,07/09/18 03:46:11,301,  6.677,  4.250,  0.800,
  1501,07/09/18 03:46:57,301,  7.015,  3.146,  1.100,
  1507,07/09/18 03:47:37,301,  6.763,  3.106,  1.100,
  1513,07/09/18 03:48:17,301,  6.664,  3.517,  0.500,
  1519,07/09/18 03:49:19,301,  7.435,  3.727,  1.200,
  1525,07/09/18 03:49:59,301,  7.966,  3.703,  0.000,
  1531,07/09/18 03:50:40,301,  8.183,  3.593,  1.200,
  1537,07/09/18 03:51:20,301,  8.275,  3.719,  0.000,
  1543,07/09/18 03:52:07,301,  8.583,  3.684,  0.000,
  1549,07/09/18 03:53:30,301,  8.992,  4.546,  0.000,
  1555,07/09/18 03:54:10,301,  9.189,  4.397,  0.000,
  1561,07/09/18 03:54:49,301,  9.199,  4.418,  0.000,
  1567,07/09/18 03:55:30,301,  9.288,  4.440,  0.000,
  1573,07/09/18 03:56:09,301,  9.134,  4.704,  0.000,
  1579,07/09/18 03:57:09,301,  8.433,  5.822,  1.200,
  1585,07/09/18 03:57:48,301,  7.950,  6.582,  1.100,
  1591,07/09/18 03:58:27,301,  8.225,  5.745,  1.200,
  1597,07/09/18 03:59:07,301,  8.383,  5.480,  1.200,
  1603,07/09/18 03:59:47,301,  8.094,  5.897,  1.200,
  1609,07/09/18 04:01:02,301,  8.107,  5.802,  1.200,
  1615,07/09/18 04:01:54,301,  8.418,  4.828,  1.200,
  1621,07/09/18 04:02:45,301,  8.787,  4.832,  1.200,
  1627,07/09/18 04:03:36,301,  9.512,  6.253,  0.000,
  1633,07/09/18 04:04:22,301,  9.600,  6.084,  0.000,
  1639,07/09/18 04:05:22,301,  9.334,  6.536,  0.000,
  1645,07/09/18 04:06:01,301,  9.465,  5.856,  0.000,
  1651,07/09/18 04:06:40,301,  9.429,  5.435,  0.000,
  1657,07/09/18 04:07:19,301,  9.648,  5.369,  0.000,
  1663,07/09/18 04:07:58,301,  9.516,  5.168,  1.200,
  1669,07/09/18 04:08:58,301,  9.205,  4.476,  0.000,
  1675,07/09/18 04:09:37,301,  8.864,  4.237,  1.200,
  1681,07/09/18 04:10:17,301,  8.693,  4.014,  1.200,
  1687,07/09/18 04:10:58,301,  8.521,  4.246,  0.000,
  1693,07/09/18 04:11:36,301,  8.771,  4.191,  0.000,
  1699,07/09/18 04:12:36,301,  8.752,  3.823,  1.200,
  1705,07/09/18 04:13:15,301,  8.716,  3.585,  0.000,
  1711,07/09/18 04:13:54,301,  8.738,  3.056,  0.100,
  1717,07/09/18 04:14:34,301,  8.589,  2.713,  1.200,
  1723,07/09/18 04:15:13,301,  8.904,  2.702,  0.200,
  1729,07/09/18 04:16:12,301,  9.288,  2.880,  0.200,
  1735,07/09/18 04:16:51,301,  9.278,  2.660,  1.300,
  1741,07/09/18 04:17:31,301,  9.007,  2.339,  1.300,
  1747,07/09/18 04:18:10,301,  8.684,  2.039,  1.300,
  1753,07/09/18 04:18:49,301,  8.393,  1.895,  1.300,
  1759,07/09/18 04:19:48,301,  8.195,  1.734,  1.300,
  1765,07/09/18 04:20:27,301,  8.050,  1.726,  1.300,
  1771,07/09/18 04:21:07,301,  7.918,  1.751,  1.200,
  1777,07/09/18 04:21:46,301,  7.825,  1.771,  1.200,
  1783,07/09/18 04:22:26,301,  7.999,  1.759,  1.300,
  1789,07/09/18 04:23:26,301,  8.212,  1.863,  1.200,
  1795,07/09/18 04:24:05,301,  8.274,  1.805,  0.050,
  1801,07/09/18 04:24:44,301,  8.157,  1.958,  0.350,
  1807,07/09/18 04:25:24,301,  7.799,  2.644,  0.100,
  1813,07/09/18 04:26:03,301,  7.887,  3.539,  0.100,
  1819,07/09/18 04:27:03,301,  8.200,  4.478,  0.000,
  1825,07/09/18 04:27:43,301,  8.622,  4.560,  0.000,
  1831,07/09/18 04:28:22,301,  8.779,  4.213,  1.200,
  1837,07/09/18 04:29:01,301,  8.779,  3.796,  1.200,
  1843,07/09/18 04:29:49,301,  8.622,  3.322,  1.300,
  1849,07/09/18 04:30:50,301,  8.490,  2.350,  1.300,
  1855,07/09/18 04:31:29,301,  8.402,  2.009,  1.300,
  1861,07/09/18 04:32:08,301,  8.188,  1.902,  1.200,
  1867,07/09/18 04:32:48,301,  8.064,  1.818,  1.300,
  1873,07/09/18 04:33:28,301,  8.006,  1.671,  1.200,
  1879,07/09/18 04:34:27,301,  7.770,  1.598,  1.200,
  1885,07/09/18 04:35:07,301,  7.602,  1.515,  1.200,
  1891,07/09/18 04:35:46,301,  7.395,  1.485,  1.200,
  1897,07/09/18 04:36:25,301,  7.150,  1.493,  1.100,
  1903,07/09/18 04:37:04,301,  6.949,  1.425,  1.100,
  1909,07/09/18 04:38:03,301,  6.755,  1.218,  1.000,
  1915,07/09/18 04:38:42,301,  6.640,  1.127,  1.100,
  1921,07/09/18 04:39:22,301,  6.461,  1.126,  0.900,
  1927,07/09/18 04:40:04,301,  6.394,  1.117,  0.900,
  1933,07/09/18 04:40:44,301,  6.110,  1.392,  0.400,
  1939,07/09/18 04:41:44,301,  6.174,  1.104,  0.600,
  1945,07/09/18 04:42:23,301,  6.190,  0.863,  0.900,
  1951,07/09/18 04:43:02,301,  6.063,  0.846,  0.500,
  1957,07/09/18 04:43:42,301,  6.010,  0.852,  0.450,
  1963,07/09/18 04:44:21,301,  5.924,  0.849,  0.500,
  1969,07/09/18 04:46:39,301,  5.906,  0.646,  0.450,
  1975,07/09/18 04:47:18,301,  5.827,  0.671,  0.500,
  1981,07/09/18 04:47:58,301,  5.887,  0.641,  0.500,
  1987,07/09/18 04:48:37,301,  5.847,  0.591,  0.450,
  1993,07/09/18 04:49:16,301,  5.774,  0.630,  0.350,
  1999,07/09/18 04:51:37,301,  5.832,  0.637,  0.500,
  2005,07/09/18 04:52:16,301,  5.814,  0.646,  0.450,
  2011,07/09/18 04:52:56,301,  5.786,  0.726,  0.450,
  2017,07/09/18 04:53:35,301,  5.749,  0.883,  0.350,
  2023,07/09/18 04:54:14,301,  5.845,  0.831,  0.450,
  2029,07/09/18 04:56:32,301,  5.863,  1.213,  0.400,
  2035,07/09/18 04:57:11,301,  5.858,  1.116,  0.350,
  2041,07/09/18 04:57:51,301,  5.851,  1.027,  0.300,
  2047,07/09/18 04:58:30,301,  5.850,  0.953,  0.450,
  2053,07/09/18 04:59:09,301,  5.874,  0.932,  0.450,
  2059,07/09/18 05:01:33,301,  5.835,  1.009,  0.450,
  2065,07/09/18 05:02:12,301,  5.763,  1.110,  0.400,
  2071,07/09/18 05:02:52,301,  5.801,  1.111,  0.350,
  2077,07/09/18 05:03:31,301,  5.780,  1.078,  0.350,
  2083,07/09/18 05:04:10,301,  5.789,  1.039,  0.400,
  2089,07/09/18 05:06:28,301,  5.856,  1.074,  0.500,
  2095,07/09/18 05:07:07,301,  5.808,  1.198,  0.350,
  2101,07/09/18 05:07:46,301,  5.809,  1.303,  0.400,
  2107,07/09/18 05:08:25,301,  5.814,  1.294,  0.350,
  2113,07/09/18 05:09:04,301,  5.853,  1.156,  0.450,
  2119,07/09/18 05:11:22,301,  5.784,  1.028,  0.300,
  2125,07/09/18 05:12:01,301,  5.789,  1.001,  0.400,
  2131,07/09/18 05:12:41,301,  5.872,  1.008,  0.500,
  2137,07/09/18 05:13:20,301,  5.875,  1.110,  0.400,
  2143,07/09/18 05:13:59,301,  5.810,  1.085,  0.400,
  2149,07/09/18 05:16:16,301,  5.951,  0.957,  0.500,
  2155,07/09/18 05:16:55,301,  5.798,  0.929,  0.350,
  2161,07/09/18 05:17:34,301,  5.693,  1.277,  0.400,
  2167,07/09/18 05:18:13,301,  5.717,  1.391,  0.500,
  2173,07/09/18 05:18:52,301,  5.854,  1.180,  0.500,
  2179,07/09/18 05:21:10,301,  5.850,  1.000,  0.350,
  2185,07/09/18 05:21:49,301,  5.857,  0.961,  0.400,
  2191,07/09/18 05:22:28,301,  5.853,  0.877,  0.350,
  2197,07/09/18 05:23:08,301,  5.863,  0.934,  0.350,
  2203,07/09/18 05:23:47,301,  5.760,  1.175,  0.500,
  2209,07/09/18 05:26:05,301,  5.814,  1.211,  0.300,
  2215,07/09/18 05:26:43,301,  5.840,  1.245,  0.450,
  2221,07/09/18 05:27:22,301,  5.808,  1.329,  0.150,
  2227,07/09/18 05:28:02,301,  5.827,  1.396,  0.300,
  2233,07/09/18 05:28:41,301,  5.979,  1.196,  0.250,
  2239,07/09/18 05:30:59,301,  6.044,  1.274,  0.150,
  2245,07/09/18 05:31:38,301,  6.134,  1.177,  0.200,
  2251,07/09/18 05:32:17,301,  6.262,  1.204,  0.250,
  2257,07/09/18 05:32:56,301,  6.298,  1.348,  0.250,
  2263,07/09/18 05:33:36,301,  6.422,  1.450,  0.100,
  2269,07/09/18 05:34:35,301,  6.747,  1.542,  0.450,
  2275,07/09/18 05:35:14,301,  6.908,  1.610,  1.000,
  2281,07/09/18 05:35:53,301,  7.054,  1.706,  0.050,
  2287,07/09/18 05:36:32,301,  7.097,  1.894,  0.050,
  2293,07/09/18 05:37:11,301,  7.277,  1.894,  1.100,
  2299,07/09/18 05:38:11,301,  7.463,  2.040,  0.100,
  2305,07/09/18 05:38:51,301,  7.589,  2.118,  1.200,
  2311,07/09/18 05:39:30,301,  7.707,  2.227,  1.200,
  2317,07/09/18 05:40:09,301,  7.874,  2.378,  1.200,
  2323,07/09/18 05:40:49,301,  8.004,  2.493,  1.200,
  2329,07/09/18 05:41:48,301,  8.162,  2.495,  1.200,
